table_schema,table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default
sch_convenios,t_pami_modulos_prestadores,1,id,bigint,int8,NO,nextval('sch_convenios.t_pami_modulos_prestadores_id_seq'::regclass)
sch_convenios,t_pami_modulos_prestadores,2,id_pami_modulo,integer,int4,NO,
sch_convenios,t_pami_modulos_prestadores,3,id_prestador,bigint,int8,NO,
sch_convenios,t_pami_modulos_prestadores,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_pami_modulos_prestadores,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_pami_modulos_prestadores,6,fecha_baja,timestamp with time zone,timestamptz,YES,
sch_convenios,t_planes,1,id,bigint,int8,NO,nextval('sch_convenios.t_planes_id_seq'::regclass)
sch_convenios,t_planes,2,nombre,character varying,varchar,NO,
sch_convenios,t_planes,3,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_planes,4,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_planes,5,id_financiador,bigint,int8,NO,
sch_convenios,t_planes,6,borrado_logico,bit,bit,NO,"'0'::""bit"""
sch_convenios,t_planes_historicos,1,id,bigint,int8,NO,nextval('sch_convenios.t_planes_historico_id_seq'::regclass)
sch_convenios,t_planes_historicos,2,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_planes_historicos,3,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_planes_historicos,4,fecha_modificacion,timestamp with time zone,timestamptz,NO,
sch_convenios,t_planes_historicos,5,nombre,character varying,varchar,NO,
sch_convenios,t_planes_historicos,6,id_plan,bigint,int8,NO,
sch_convenios,t_planes_historicos,7,id_financiador,bigint,int8,NO,
sch_convenios,t_planes_tipos_iva,1,id,bigint,int8,NO,nextval('sch_convenios.t_planes_tipos_iva_id_seq'::regclass)
sch_convenios,t_planes_tipos_iva,2,id_plan,bigint,int8,NO,
sch_convenios,t_planes_tipos_iva,3,id_tipo_iva,bigint,int8,NO,
sch_convenios,t_prestaciones_catalogos,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestaciones_catalogos_id_seq'::regclass)
sch_convenios,t_prestaciones_catalogos,2,id_catalogo,bigint,int8,NO,
sch_convenios,t_prestaciones_catalogos,3,codigo_prestacion,character varying,varchar,NO,
sch_convenios,t_prestaciones_catalogos,4,nombre_prestacion_catalogo,character varying,varchar,NO,
sch_convenios,t_prestaciones_catalogos,5,es_modulo,bit,bit,NO,(0)::bit(1)
sch_convenios,t_prestaciones_catalogos,6,modulo_orden,integer,int4,YES,
sch_convenios,t_prestaciones_catalogos,7,comentario_prestacion,character varying,varchar,YES,
sch_convenios,t_prestaciones_catalogos,8,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestaciones_catalogos,9,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestaciones_catalogos,10,id_modulo,bigint,int8,YES,
sch_convenios,t_prestaciones_catalogos_ambitos,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestaciones_catalogos_ambitos_id_seq'::regclass)
sch_convenios,t_prestaciones_catalogos_ambitos,2,id_prestacion_catalogo,bigint,int8,NO,
sch_convenios,t_prestaciones_catalogos_ambitos,3,id_ambito,bigint,int8,NO,
sch_convenios,t_prestaciones_catalogos_ambitos,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestaciones_catalogos_ambitos,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestaciones_catalogos_ambitos,6,activo,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_prestaciones_catalogos_ambitos,7,fecha_baja,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestaciones_convenios_planes,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestaciones_convenios_planes_id_seq'::regclass)
sch_convenios,t_prestaciones_convenios_planes,2,id_convenio_plan,bigint,int8,NO,
sch_convenios,t_prestaciones_convenios_planes,3,id_tipo_inclusion,integer,int4,NO,
sch_convenios,t_prestaciones_convenios_planes,4,id_prestacion_catalogo,bigint,int8,NO,
sch_convenios,t_prestaciones_convenios_planes,5,porcentaje_covertura,numeric,numeric,YES,
sch_convenios,t_prestaciones_convenios_planes,6,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestaciones_convenios_planes,7,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestaciones_convenios_planes,8,activo,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_prestaciones_convenios_planes,9,fecha_baja,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestaciones_descartables,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestaciones_descartables_id_seq'::regclass)
sch_convenios,t_prestaciones_descartables,2,id_prestacion_referencia,bigint,int8,NO,
sch_convenios,t_prestaciones_descartables,3,id_descartable,bigint,int8,NO,
sch_convenios,t_prestaciones_descartables,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestaciones_descartables,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestaciones_medicamentos,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestaciones_medicamentos_id_seq'::regclass)
sch_convenios,t_prestaciones_medicamentos,2,id_prestacion_referencia,bigint,int8,NO,
sch_convenios,t_prestaciones_medicamentos,3,id_medicamento_comercial,bigint,int8,NO,
sch_convenios,t_prestaciones_medicamentos,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestaciones_medicamentos,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestaciones_medicamentos,6,activo,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_prestaciones_medicamentos,7,fecha_baja,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestadores_id_seq'::regclass)
sch_convenios,t_prestadores,2,nombre,character varying,varchar,NO,
sch_convenios,t_prestadores,3,razon_social,character varying,varchar,NO,
sch_convenios,t_prestadores,4,alias,character varying,varchar,NO,
sch_convenios,t_prestadores,5,cuit,numeric,numeric,NO,
sch_convenios,t_prestadores,6,organizacion_ventas,character varying,varchar,YES,
sch_convenios,t_prestadores,7,centro_beneficio,character varying,varchar,YES,
sch_convenios,t_prestadores,8,id_sociedad,bigint,int8,YES,
sch_convenios,t_prestadores,9,id_categoria_iva,integer,int4,NO,
sch_convenios,t_prestadores,10,agente_percepcion_iva,bit,bit,NO,
sch_convenios,t_prestadores,11,telefono,numeric,numeric,NO,
sch_convenios,t_prestadores,12,correo_electronico,character varying,varchar,NO,
sch_convenios,t_prestadores,13,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestadores,14,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores,15,id_domicilio,bigint,int8,YES,
sch_convenios,t_prestadores,16,cuit_sociedad,numeric,numeric,YES,
sch_convenios,t_prestadores,17,usuario_pami,character varying,varchar,YES,
sch_convenios,t_prestadores,18,prestador_pami,character varying,varchar,YES,
sch_convenios,t_prestadores,19,red_pami,character varying,varchar,YES,
sch_convenios,t_prestadores,20,mail_pami,character varying,varchar,YES,
sch_convenios,t_prestadores,21,id_unidad_organizativa,bigint,int8,YES,
sch_convenios,t_prestadores,22,codigo_refes,character varying,varchar,YES,
sch_convenios,t_prestadores,23,id_jurisdiccion,character varying,varchar,YES,
sch_convenios,t_prestadores_contactos,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestadores_contactos_id_seq'::regclass)
sch_convenios,t_prestadores_contactos,2,id_prestador,bigint,int8,NO,
sch_convenios,t_prestadores_contactos,3,id_contacto,bigint,int8,NO,
sch_convenios,t_prestadores_directores,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestadores_directores_id_seq'::regclass)
sch_convenios,t_prestadores_directores,2,id_prestador,bigint,int8,NO,
sch_convenios,t_prestadores_directores,3,matricula,numeric,numeric,NO,
sch_convenios,t_prestadores_directores,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestadores_directores,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores_historicos,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestadores_historicos_id_seq'::regclass)
sch_convenios,t_prestadores_historicos,2,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestadores_historicos,3,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores_historicos,4,fecha_modificacion,timestamp with time zone,timestamptz,NO,
sch_convenios,t_prestadores_historicos,5,nombre,character varying,varchar,NO,
sch_convenios,t_prestadores_historicos,6,id_prestador,bigint,int8,NO,
sch_convenios,t_prestadores_modulos,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestadores_modulos_id_seq'::regclass)
sch_convenios,t_prestadores_modulos,2,id_clasificacion_prestacion_valor,bigint,int8,NO,
sch_convenios,t_prestadores_modulos,3,id_prestador,bigint,int8,NO,
sch_convenios,t_prestadores_modulos,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores_modulos,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores_modulos_pami,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestadores_modulos_pami_id_seq'::regclass)
sch_convenios,t_prestadores_modulos_pami,2,id_clasificacion_prestacion_valor,bigint,int8,NO,
sch_convenios,t_prestadores_modulos_pami,3,codigo_modulo_pami,bigint,int8,NO,
sch_convenios,t_prestadores_modulos_pami,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores_modulos_pami,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_prestadores_puntos_de_venta,1,id,bigint,int8,NO,nextval('sch_convenios.t_prestadores_puntos_de_venta_id_seq'::regclass)
sch_convenios,t_prestadores_puntos_de_venta,3,descripcion,character varying,varchar,NO,
sch_convenios,t_prestadores_puntos_de_venta,4,codigo_referencia,character varying,varchar,NO,
sch_convenios,t_prestadores_puntos_de_venta,5,activo,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_prestadores_puntos_de_venta,6,id_sociedad_prestador,bigint,int8,NO,
sch_convenios,t_reglas_moduladas,1,id,bigint,int8,NO,nextval('sch_convenios.t_reglas_moduladas_id_seq'::regclass)
sch_convenios,t_reglas_moduladas,2,nombre,character varying,varchar,NO,
sch_convenios,t_reglas_moduladas,3,tope,integer,int4,YES,
sch_convenios,t_reglas_moduladas,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_reglas_moduladas,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_reglas_moduladas_detalles,1,id,bigint,int8,NO,nextval('sch_convenios.t_reglas_moduladas_detalles_id_seq'::regclass)
sch_convenios,t_reglas_moduladas_detalles,2,id_regla_modulada,bigint,int8,NO,
sch_convenios,t_reglas_moduladas_detalles,3,id_ambito,integer,int4,YES,
sch_convenios,t_reglas_moduladas_detalles,4,id_clasificacion_valor,bigint,int8,NO,
sch_convenios,t_reglas_moduladas_detalles,5,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_reglas_moduladas_detalles,6,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_sociedades,1,id,bigint,int8,NO,nextval('sch_convenios.t_sociedades_id_seq'::regclass)
sch_convenios,t_sociedades,2,nombre,character varying,varchar,NO,
sch_convenios,t_sociedades,3,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_sociedades,4,codigo,character varying,varchar,YES,
sch_convenios,t_sociedades,5,id_categorias_iva,integer,int4,YES,
sch_convenios,t_sociedades_prestadores,1,id,bigint,int8,NO,nextval('sch_convenios.t_sociedades_prestadores_id_seq'::regclass)
sch_convenios,t_sociedades_prestadores,2,id_sociedad,bigint,int8,NO,
sch_convenios,t_sociedades_prestadores,3,id_prestador,bigint,int8,NO,
sch_convenios,t_sociedades_prestadores,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_sociedades_prestadores,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifario_descartables,1,id,bigint,int8,NO,nextval('sch_convenios.t_tarifario_descartables_id_seq'::regclass)
sch_convenios,t_tarifario_descartables,2,id_descartable,bigint,int8,NO,
sch_convenios,t_tarifario_descartables,3,precio,numeric,numeric,YES,
sch_convenios,t_tarifario_descartables,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifario_descartables,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifario_descartables,6,id_importacion_descartables_job,integer,int4,YES,
sch_convenios,t_tarifarios,1,id,bigint,int8,NO,nextval('sch_convenios.t_tarifarios_id_seq'::regclass)
sch_convenios,t_tarifarios,2,id_catalogo,bigint,int8,NO,
sch_convenios,t_tarifarios,3,nombre,character varying,varchar,NO,
sch_convenios,t_tarifarios,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifarios,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_componentes,1,id,bigint,int8,NO,nextval('sch_convenios.t_tarifarios_componentes_id_seq'::regclass)
sch_convenios,t_tarifarios_componentes,2,id_tarifario_prestacion_catalogo,bigint,int8,NO,
sch_convenios,t_tarifarios_componentes,3,id_componente_prestacion,bigint,int8,NO,
sch_convenios,t_tarifarios_componentes,4,precio,numeric,numeric,NO,
sch_convenios,t_tarifarios_componentes,5,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifarios_componentes,6,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_componentes,7,activo,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_tarifarios_convenios_planes,1,id,bigint,int8,NO,nextval('sch_convenios.t_tarifarios_convenios_planes_id_seq'::regclass)
sch_convenios,t_tarifarios_convenios_planes,2,id_tarifario,bigint,int8,NO,
sch_convenios,t_tarifarios_convenios_planes,3,id_convenio_plan,bigint,int8,NO,
sch_convenios,t_tarifarios_convenios_planes,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifarios_convenios_planes,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_medicamentos,1,id,bigint,int8,NO,nextval('sch_convenios.t_tarifarios_medicamentos_id_seq'::regclass)
sch_convenios,t_tarifarios_medicamentos,2,id_medicamento_comercial,bigint,int8,NO,
sch_convenios,t_tarifarios_medicamentos,3,precio,numeric,numeric,YES,
sch_convenios,t_tarifarios_medicamentos,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifarios_medicamentos,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_medicamentos,6,activo,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_tarifarios_medicamentos,7,fecha_baja,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_medicamentos_prod,1,id,bigint,int8,NO,nextval('sch_convenios.t_tarifarios_medicamentos_prod_id_seq'::regclass)
sch_convenios,t_tarifarios_medicamentos_prod,2,id_medicamento_comercial,bigint,int8,NO,
sch_convenios,t_tarifarios_medicamentos_prod,3,precio,numeric,numeric,YES,
sch_convenios,t_tarifarios_medicamentos_prod,4,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifarios_medicamentos_prod,5,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_medicamentos_prod,6,activo,bit,bit,NO,"'1'::""bit"""
sch_convenios,t_tarifarios_medicamentos_prod,7,fecha_baja,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_prestaciones_catalogos,1,id,bigint,int8,NO,nextval('sch_convenios.t_tarifarios_prestaciones_catalogos_id_seq'::regclass)
sch_convenios,t_tarifarios_prestaciones_catalogos,2,id_tarifario,bigint,int8,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos,3,id_prestacion_catalogo,bigint,int8,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos,4,id_ambito,integer,int4,YES,
sch_convenios,t_tarifarios_prestaciones_catalogos,5,id_tipo_calculo,integer,int4,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos,6,precio,numeric,numeric,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos,7,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos,8,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tarifarios_prestaciones_catalogos,9,id_tipo_valorizacion,integer,int4,YES,
sch_convenios,t_tarifarios_prestaciones_catalogos_idrepe,1,id,bigint,int8,YES,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,1,id,bigint,int8,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,2,id_tarifario,bigint,int8,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,3,id_prestacion_catalogo,bigint,int8,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,4,id_ambito,integer,int4,YES,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,5,id_tipo_calculo,integer,int4,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,6,precio,numeric,numeric,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,7,fecha_vigencia_inicio,timestamp with time zone,timestamptz,NO,
sch_convenios,t_tarifarios_prestaciones_catalogos_repetidos,8,fecha_vigencia_fin,timestamp with time zone,timestamptz,YES,
sch_convenios,t_tipos_financiadores,1,id,integer,int4,NO,
sch_convenios,t_tipos_financiadores,2,nombre,character varying,varchar,NO,
sch_convenios,t_tipos_financiadores,3,i18n_clave,character varying,varchar,YES,
sch_convenios,t_tipos_financiadores,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_especialidades,1,id,integer,int4,NO,
sch_convenios,tm_especialidades,2,nombre,character varying,varchar,NO,
sch_convenios,tm_especialidades,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_especialidades,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_especialidades,5,codigo_pami,integer,int4,YES,
sch_convenios,tm_origen_medicamentos,1,id,integer,int4,NO,
sch_convenios,tm_origen_medicamentos,2,nombre,character varying,varchar,NO,
sch_convenios,tm_origen_medicamentos,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_pami_modulos,1,id,integer,int4,NO,
sch_convenios,tm_pami_modulos,2,nombre,character varying,varchar,NO,
sch_convenios,tm_pami_modulos,3,codigo,character varying,varchar,NO,
sch_convenios,tm_pami_modulos,4,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_pami_modulos,5,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_servicios,1,id,integer,int4,NO,
sch_convenios,tm_servicios,2,nombre,character varying,varchar,NO,
sch_convenios,tm_servicios,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_servicios,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_servicios,5,id_area_internacion,integer,int4,NO,
sch_convenios,tm_tipos_calculos,1,id,integer,int4,NO,
sch_convenios,tm_tipos_calculos,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_calculos,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_componentes,1,id,integer,int4,NO,
sch_convenios,tm_tipos_componentes,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_componentes,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_componentes,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_tipos_convenios,1,id,integer,int4,NO,
sch_convenios,tm_tipos_convenios,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_convenios,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_convenios,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_tipos_galenos,1,id,integer,int4,NO,
sch_convenios,tm_tipos_galenos,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_galenos,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_galenos,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_tipos_homologacion,1,id,integer,int4,NO,
sch_convenios,tm_tipos_homologacion,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_homologacion,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_inclusiones,1,id,integer,int4,NO,
sch_convenios,tm_tipos_inclusiones,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_inclusiones,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_normas_documentos,1,id,integer,int4,NO,
sch_convenios,tm_tipos_normas_documentos,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_normas_documentos,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_normas_documentos,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_convenios,tm_tipos_valorizaciones,1,id,integer,int4,NO,
sch_convenios,tm_tipos_valorizaciones,2,nombre,character varying,varchar,NO,
sch_convenios,tm_tipos_valorizaciones,3,i18n_clave,character varying,varchar,YES,
sch_convenios,tm_tipos_valorizaciones,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_facturador,failed_jobs,1,id,bigint,int8,NO,nextval('sch_facturador.failed_jobs_id_seq'::regclass)
sch_facturador,failed_jobs,2,uuid,character varying,varchar,NO,
sch_facturador,failed_jobs,3,connection,text,text,NO,
sch_facturador,failed_jobs,4,queue,text,text,NO,
sch_facturador,failed_jobs,5,payload,text,text,NO,
sch_facturador,failed_jobs,6,exception,text,text,NO,
sch_facturador,failed_jobs,7,failed_at,timestamp with time zone,timestamptz,YES,CURRENT_TIMESTAMP
sch_facturador,jobs,1,id,bigint,int8,NO,nextval('sch_facturador.jobs_id_seq'::regclass)
sch_facturador,jobs,2,queue,character varying,varchar,NO,
sch_facturador,jobs,3,payload,text,text,NO,
sch_facturador,jobs,4,attempts,smallint,int2,NO,
sch_facturador,jobs,5,reserved_at,bigint,int8,YES,
sch_facturador,jobs,6,available_at,bigint,int8,NO,
sch_facturador,jobs,7,created_at,bigint,int8,NO,
sch_facturador,t_acciones_pendientes,1,id,bigint,int8,NO,nextval('sch_facturador.t_acciones_pendientes_id_seq'::regclass)
sch_facturador,t_acciones_pendientes,2,id_accion,bigint,int8,NO,
sch_facturador,t_acciones_pendientes,3,parametros,jsonb,jsonb,YES,
sch_facturador,t_acciones_pendientes,4,fecha_creacion,timestamp with time zone,timestamptz,NO,
sch_facturador,t_acciones_pendientes,5,id_estado,bigint,int8,NO,1
sch_facturador,t_clasificaciones_valores_prestaciones,1,id,bigint,int8,NO,nextval('sch_facturador.t_clasificaciones_valores_prestaciones_id_seq'::regclass)
sch_facturador,t_clasificaciones_valores_prestaciones,2,id_prestacion,bigint,int8,NO,
sch_facturador,t_clasificaciones_valores_prestaciones,3,id_clasificacion_valor,bigint,int8,NO,
sch_facturador,t_clasificaciones_valores_prestaciones,4,activo,bit,bit,NO,"'1'::""bit"""
sch_facturador,t_conceptos_facturables,1,id,integer,int4,NO,
sch_facturador,t_conceptos_facturables,2,nombre,character varying,varchar,NO,
sch_facturador,t_conceptos_facturables,3,i18n_clave,character varying,varchar,YES,
sch_facturador,t_conceptos_facturables,4,vigente,bit,bit,NO,"'1'::""bit"""
sch_facturador,t_conceptos_facturables,5,codigo,character varying,varchar,YES,
sch_facturador,t_configuracion_procesos,1,id,integer,int4,NO,
sch_facturador,t_configuracion_procesos,2,id_proceso,integer,int4,NO,
sch_facturador,t_configuracion_procesos,3,clave,character varying,varchar,NO,
sch_facturador,t_configuracion_procesos,4,descripcion,character varying,varchar,NO,
sch_facturador,t_configuracion_procesos,5,valor,character varying,varchar,NO,
sch_facturador,t_configuracion_procesos,6,vigente,bit,bit,YES,"'1'::""bit"""
sch_facturador,t_detalle_factura,1,id,bigint,int8,NO,nextval('sch_facturador.t_detalle_factura_id_seq'::regclass)
sch_facturador,t_detalle_factura,2,id_factura,bigint,int8,NO,
sch_facturador,t_detalle_factura,3,id_concepto_facturable,integer,int4,NO,
sch_facturador,t_detalle_factura,4,valor_neto,numeric,numeric,NO,
sch_facturador,t_detalle_factura,5,cantidad,integer,int4,NO,
sch_facturador,t_detalle_factura,6,activo,bit,bit,YES,"'1'::""bit"""
sch_facturador,t_detalle_factura,7,fecha_baja,timestamp with time zone,timestamptz,YES,
sch_facturador,t_detalle_factura,8,motivo,character varying,varchar,YES,
sch_facturador,t_episodios_generales,1,id,bigint,int8,NO,nextval('sch_facturador.t_episodios_generales_id_seq'::regclass)
sch_facturador,t_episodios_generales,2,nombre_paciente,character varying,varchar,NO,
sch_facturador,t_episodios_generales,3,apellido_paciente,character varying,varchar,NO,
sch_facturador,t_episodios_generales,4,id_tipo_documento,integer,int4,YES,
sch_facturador,t_episodios_generales,5,nro_documento,character varying,varchar,NO,
sch_facturador,t_episodios_generales,6,fecha_nacimiento,timestamp with time zone,timestamptz,NO,
sch_facturador,t_episodios_generales,7,id_sexo_biologico,integer,int4,YES,
sch_facturador,t_episodios_generales,8,id_financiador,bigint,int8,NO,
sch_facturador,t_episodios_generales,9,id_plan,bigint,int8,NO,
sch_facturador,t_episodios_generales,10,id_tipo_iva,integer,int4,YES,
sch_facturador,t_episodios_generales,11,nro_afiliado,numeric,numeric,YES,
sch_facturador,t_episodios_generales,12,id_prestador,bigint,int8,NO,
sch_facturador,t_episodios_generales,13,id_ambito,integer,int4,YES,
sch_facturador,t_episodios_generales,14,fecha_y_hora_ingreso,timestamp with time zone,timestamptz,NO,
sch_facturador,t_episodios_generales,15,fecha_y_hora_egreso,timestamp with time zone,timestamptz,YES,
sch_facturador,t_episodios_generales,16,id_tipo_egreso,integer,int4,YES,
sch_facturador,t_episodios_generales,17,id_paciente_sistema_origen,character varying,varchar,YES,
sch_facturador,t_episodios_generales,18,id_sistema_origen,integer,int4,YES,
sch_facturador,t_episodios_generales,19,episodio_informado,bit,bit,NO,"'0'::""bit"""
sch_facturador,t_episodios_generales,20,id_estado_episodio,integer,int4,YES,1
sch_facturador,t_episodios_generales,21,auditar,bit,bit,NO,"'1'::""bit"""
sch_facturador,t_episodios_generales,22,id_gerenciador,bigint,int8,YES,
sch_facturador,t_episodios_generales,23,motivo,character varying,varchar,YES,
sch_facturador,t_episodios_generales,24,id_diagnostico,integer,int4,YES,
sch_facturador,t_episodios_generales,25,id_filial,bigint,int8,YES,
sch_facturador,t_episodios_generales,26,id_paciente,bigint,int8,YES,
sch_facturador,t_episodios_generales,27,historia_clinica,character varying,varchar,YES,
sch_facturador,t_episodios_generales,28,id_capita,bigint,int8,YES,
sch_facturador,t_episodios_generales,29,id_episodio_origen,integer,int4,YES,
sch_facturador,t_episodios_generales,30,id_metodo_registro,integer,int4,YES,
sch_facturador,t_episodios_generales,31,numero_episodio_origen,character varying,varchar,YES,
sch_facturador,t_episodios_generales,32,id_locacion,integer,int4,YES,
sch_facturador,t_episodios_generales,33,codigo_diagnostico,character varying,varchar,YES,
sch_facturador,t_episodios_generales,34,nombre_diagnostico,character varying,varchar,YES,
sch_facturador,t_episodios_generales,35,jubilado,bit,bit,YES,
