fk_schema,fk_table,constraint_name,fk_column,pk_schema,pk_table,pk_column,key_ordinal
sch_facturador,t_procesamientos,fk_procesamientos_id_tipo_autorizacion_prestacion,id_tipo_autorizacion_prestacion,sch_facturador,tm_tipos_autorizaciones,id,1
sch_facturador,t_procesamientos,fk_procesamientos_id_tipo_moneda,id_tipo_moneda,sch_facturador,tm_tipos_moneda,id,1
sch_facturador,t_staging_alfabeta,fk_t_staging_alfabeta_id_estado,id_estado_registro_staging,sch_facturador,tm_estados_registros_staging,id,1
sch_motor_reglas,t_clasificaciones_generales_valores,fk_clasif_valores_clasificacion,id_clasificacion,sch_motor_reglas,t_clasificaciones_generales,id,1
sch_motor_reglas,t_conjuntos,fk_conj_ent_prestacion_ref,id_prestacion_referencia,sch_facturador,t_prestaciones,id,1
sch_motor_reglas,t_conjuntos_entidades,fk_conj_ent_conjunto,id_conjunto,sch_motor_reglas,t_conjuntos,id,1
sch_motor_reglas,t_conjuntos_entidades,fk_conj_ent_tipo_entidad,id_tipo_entidad,sch_motor_reglas,tm_tipos_entidades,id,1
sch_motor_reglas,t_conjuntos_reglas,fk_conj_reg_conjunto,id_conjunto,sch_motor_reglas,t_conjuntos,id,1
sch_motor_reglas,t_conjuntos_reglas,fk_conj_reg_regla,id_regla,sch_motor_reglas,t_reglas,id,1
sch_motor_reglas,t_detalles_reglas,fk_det_reg_clasif_valor,id_clasificacion_general_valor,sch_motor_reglas,t_clasificaciones_generales_valores,id,1
sch_motor_reglas,t_detalles_reglas,fk_det_reg_funcion,id_funcion,sch_motor_reglas,tm_funciones,id,1
sch_motor_reglas,t_detalles_reglas,fk_det_reg_regla,id_regla,sch_motor_reglas,t_reglas,id,1
sch_motor_reglas,t_reglas,fk_reglas_prestacion_ref,id_prestacion_referencia,sch_facturador,t_prestaciones,id,1
